Wavenumber,10
2199.4,0.0409705
2200.36,0.0409877
2201.33,0.0410561
2202.29,0.0410754
2203.26,0.0410048
2204.22,0.0408155
2205.19,0.0405171
2206.15,0.0401317
2207.11,0.0397753
2208.08,0.0397522
2209.04,0.0402118
2210.01,0.0407451
2210.97,0.0408153
2211.94,0.0405068
2212.9,0.0402727
2213.86,0.0402219
2214.83,0.0401824
2215.79,0.0400259
2216.76,0.0396336
2217.72,0.0390241
2218.68,0.0385616
2219.65,0.0386113
2220.61,0.0390814
2221.58,0.039535
2222.54,0.0395977
2223.51,0.0393362
2224.47,0.0392185
2225.43,0.0394212
2226.4,0.0395852
2227.36,0.0394703
2228.33,0.0392118
2229.29,0.0390084
2230.26,0.039088
2231.22,0.0395737
2232.18,0.0401614
2233.15,0.0404011
2234.11,0.0402541
2235.08,0.0400511
2236.04,0.0399485
2237.01,0.0398049
2237.97,0.0396285
2238.93,0.0395303
2239.9,0.0393549
2240.86,0.0390664
2241.83,0.0390188
2242.79,0.0392964
2243.75,0.0395015
2244.72,0.0394423
2245.68,0.0393176
2246.65,0.0392737
2247.61,0.0392896
2248.58,0.039348
2249.54,0.0394722
2250.5,0.0395946
2251.47,0.0395158
2252.43,0.039261
2253.4,0.0391882
2254.36,0.0393985
2255.33,0.0395444
2256.29,0.0394472
2257.25,0.0393113
2258.22,0.039243
2259.18,0.0391671
2260.15,0.0391387
2261.11,0.0392115
2262.08,0.0392438
2263.04,0.0391729
2264,0.0391491
2264.97,0.0392709
2265.93,0.0394383
2266.9,0.039479
2267.86,0.0393495
2268.82,0.0391476
2269.79,0.0389612
2270.75,0.0388826
2271.72,0.0389782
2272.68,0.0391637
2273.65,0.0393358
2274.61,0.0394771
2275.57,0.039542
2276.54,0.0394422
2277.5,0.039194
2278.47,0.039006
2279.43,0.0390423
2280.4,0.0391923
2281.36,0.039339
2282.32,0.0394871
2283.29,0.0395244
2284.25,0.0393824
2285.22,0.0392561
2286.18,0.0392907
2287.14,0.0393853
2288.11,0.0394438
2289.07,0.0395093
2290.04,0.0396139
2291,0.0397452
2291.97,0.0399452
2292.93,0.0402214
2293.89,0.0404208
2294.86,0.0403974
2295.82,0.0402514
2296.79,0.0402506
2297.75,0.0405034
2298.72,0.0408386
2299.68,0.0410608
2300.64,0.0411588
2301.61,0.041219
2302.57,0.0412915
2303.54,0.0414024
2304.5,0.0416198
2305.47,0.0420029
2306.43,0.0424768
2307.39,0.0428513
2308.36,0.043046
2309.32,0.0431825
2310.29,0.0433643
2311.25,0.0435517
2312.21,0.0437005
2313.18,0.0438471
2314.14,0.0440685
2315.11,0.0444114
2316.07,0.044836
2317.04,0.0452981
2318,0.0457911
2318.96,0.0462746
2319.93,0.0467301
2320.89,0.0471797
2321.86,0.0476076
2322.82,0.0479878
2323.79,0.048221
2324.75,0.0482914
2325.71,0.0485083
2326.68,0.0490502
2327.64,0.0496744
2328.61,0.0501131
2329.57,0.0501948
2330.54,0.0499409
2331.5,0.0498103
2332.46,0.0500847
2333.43,0.0505116
2334.39,0.0508577
2335.36,0.0510324
2336.32,0.0509941
2337.28,0.0510204
2338.25,0.0513808
2339.21,0.0518438
2340.18,0.0521132
2341.14,0.0521955
2342.11,0.0520584
2343.07,0.0515719
2344.03,0.0508256
2345,0.0500197
2345.96,0.0491917
2346.93,0.0483902
2347.89,0.0479213
2348.86,0.048114
2349.82,0.0490978
2350.78,0.0507352
2351.75,0.0525592
2352.71,0.0540705
2353.68,0.0552207
2354.64,0.056444
2355.61,0.0578991
2356.57,0.0588843
2357.53,0.0588487
2358.5,0.0584429
2359.46,0.0585329
2360.43,0.0589187
2361.39,0.0589674
2362.35,0.0585752
2363.32,0.0575867
2364.28,0.0559175
2365.25,0.0544098
2366.21,0.0537819
2367.18,0.0535163
2368.14,0.052972
2369.1,0.0522405
2370.07,0.0515514
2371.03,0.0508751
2372,0.0501108
2372.96,0.0492592
2373.93,0.0483812
2374.89,0.0475143
2375.85,0.0467227
2376.82,0.0460844
2377.78,0.0455808
2378.75,0.0450784
2379.71,0.0445721
2380.67,0.0441959
2381.64,0.0440078
2382.6,0.0439091
2383.57,0.0437796
2384.53,0.0436076
2385.5,0.0434481
2386.46,0.0433273
2387.42,0.0432489
2388.39,0.0432207
2389.35,0.0432275
2390.32,0.043242
2391.28,0.0432835
2392.25,0.0433877
2393.21,0.0435256
2394.17,0.0436594
2395.14,0.0437918
2396.1,0.0438851
2397.07,0.0438806
2398.03,0.0438247
2399,0.0438365
2399.96,0.0439372
2400.92,0.0440178
2401.89,0.0440453
2402.85,0.0441379
2403.82,0.044324
2404.78,0.0444687
2405.74,0.0444996
2406.71,0.0444782
2407.67,0.044483
2408.64,0.0445367
2409.6,0.04462
2410.57,0.0447352
2411.53,0.0449067
2412.49,0.0451046
2413.46,0.0452406
2414.42,0.0452704
2415.39,0.045264
2416.35,0.0453253
2417.32,0.0454697
2418.28,0.045606
2419.24,0.0456397
2420.21,0.0456348
2421.17,0.0457688
2422.14,0.0460469
2423.1,0.0462586
2424.07,0.0463012
2425.03,0.0463114
2425.99,0.0464222
2426.96,0.046603
2427.92,0.0467608
2428.89,0.0468458
2429.85,0.0468498
2430.81,0.0467987
2431.78,0.0467628
2432.74,0.0467956
2433.71,0.0468738
2434.67,0.046991
2435.64,0.0471851
2436.6,0.0474071
2437.56,0.0475673
2438.53,0.0476927
2439.49,0.0478521
2440.46,0.0480086
2441.42,0.0480981
2442.39,0.0481616
2443.35,0.0482828
2444.31,0.0484612
2445.28,0.0486235
2446.24,0.0487324
2447.21,0.0488259
2448.17,0.0489509
2449.13,0.0491004
2450.1,0.0492301
2451.06,0.0493339
2452.03,0.0494313
2452.99,0.0495014
2453.96,0.0495515
2454.92,0.0496459
2455.88,0.0497934
2456.85,0.0499351
2457.81,0.0500088
2458.78,0.0500144
2459.74,0.0500526
2460.71,0.0502021
2461.67,0.0504246
2462.63,0.0506516
2463.6,0.0508469
2464.56,0.0510053
2465.53,0.0511477
2466.49,0.0512917
2467.46,0.0514426
2468.42,0.0516269
2469.38,0.0518568
2470.35,0.0520582
2471.31,0.0521524
2472.28,0.0521751
2473.24,0.0522079
2474.2,0.0522694
2475.17,0.0523514
2476.13,0.0524719
2477.1,0.0526315
2478.06,0.0527945
2479.03,0.0529718
2479.99,0.0532201
2480.95,0.0534999
2481.92,0.0536891
2482.88,0.0537973
2483.85,0.053968
2484.81,0.0542245
2485.78,0.0544299
2486.74,0.0545278
2487.7,0.0546158
2488.67,0.0547538
2489.63,0.0548691
2490.6,0.0548998
2491.56,0.0549006
2492.53,0.0549563
2493.49,0.0551047
2494.45,0.0553282
2495.42,0.0555208
2496.38,0.0555531
2497.35,0.0554522
2498.31,0.0554155
2499.27,0.0555881
2500.24,0.0559011
2501.2,0.056192
2502.17,0.0564094
2503.13,0.0565849
2504.1,0.0566863
2505.06,0.0566858
2506.02,0.0567019
2506.99,0.0568494
2507.95,0.0570448
2508.92,0.057134
2509.88,0.057091
2510.85,0.0570439
2511.81,0.0571476
2512.77,0.0574117
2513.74,0.057673
2514.7,0.0577712
2515.67,0.0577729
2516.63,0.0578996
2517.6,0.0581593
2518.56,0.0583371
